Vehicle_ID,Engine_Temperature,Vibration,Battery_Voltage,Engine_Load,RPM,Oil_Quality_Index,Mileage_km,Vehicle_Age_Years,Failure_Status
V2420,89.31,6.748,13.29,55.1,2619.0,57.7,6370.0,1.79,0
V2421,93.58,2.218,,96.7,2415.0,78.2,10225.0,2.91,0
V2422,82.08,1.397,13.05,11.8,2990.0,74.2,5509.0,1.82,0
V2423,78.29,4.103,13.28,28.0,2415.0,91.8,11212.0,0.1,0
V2424,76.64,1.462,13.87,50.4,2165.0,73.0,38934.0,8.37,0
V2425,69.27,1.036,13.48,67.5,3274.0,60.1,13327.0,0.64,0
V2426,101.45,3.108,13.05,29.1,2158.0,89.4,18900.0,3.49,0
V2427,76.17,4.331,13.0,93.8,2345.0,60.5,2438.0,8.59,0
V2428,83.23,1.03,13.19,67.8,2417.0,55.5,100240.0,1.0,0
V2429,82.79,2.358,13.46,89.0,2666.0,59.4,6691.0,2.12,0
V2430,96.19,4.199,11.57,39.6,2243.0,65.8,19293.0,1.9,1
V2431,97.96,5.73,12.26,84.6,3584.0,46.6,21474.0,0.37,1
V2432,91.88,0.835,12.44,44.0,1913.0,49.1,66553.0,2.2,0
V2433,80.34,3.279,13.27,32.7,2945.0,86.7,29734.0,2.61,0
V2434,83.66,5.596,13.32,92.0,1469.0,72.4,21727.0,0.11,0
V2435,98.79,3.757,11.41,18.3,1708.0,72.5,53564.0,2.68,1
V2436,91.76,,11.34,94.9,1422.0,74.2,40898.0,0.39,1
V2437,97.86,4.038,12.84,51.3,1737.0,83.5,3661.0,8.92,0
V2438,88.93,2.345,11.42,99.3,1382.0,62.7,16874.0,4.2,0
V2439,102.77,4.968,11.08,58.6,2254.0,83.4,173013.0,0.23,1
V2440,90.3,1.116,12.25,78.2,1754.0,76.7,29716.0,7.02,0
V2441,94.39,5.386,14.87,10.6,2957.0,60.6,24839.0,1.8,0
V2442,86.45,4.354,13.64,54.7,2451.0,84.1,7309.0,1.02,0
V2443,86.04,8.408,12.57,76.4,2233.0,75.9,82205.0,1.17,1
V2444,88.2,0.706,13.8,80.5,2333.0,,6438.0,3.64,0
V2445,79.79,2.897,13.42,24.2,2523.0,60.4,4996.0,0.34,0
V2446,80.77,1.189,,47.7,2796.0,82.2,26012.0,0.24,0
V2447,,9.829,10.58,47.7,1951.0,90.2,25823.0,3.95,1
V2448,94.91,1.028,13.62,19.3,1859.0,79.2,179474.0,16.05,0
V2449,85.17,2.417,12.42,49.9,2407.0,88.3,6139.0,2.64,0
V2450,87.47,0.237,13.24,82.6,2984.0,93.5,29759.0,2.13,0
V2451,98.62,2.407,13.4,37.0,1519.0,71.6,10112.0,11.76,0
V2452,86.93,0.714,12.84,48.9,2400.0,77.5,54444.0,1.1,0
V2453,118.5,5.484,11.79,96.5,2845.0,85.0,22368.0,1.1,1
V2454,89.52,1.794,13.5,12.9,2508.0,57.8,47045.0,9.42,0
V2455,70.91,1.498,13.47,63.2,2366.0,90.5,18590.0,4.16,0
V2456,105.76,7.735,11.42,76.9,2470.0,95.5,37411.0,0.22,1
V2457,88.05,8.121,12.99,78.5,3102.0,63.9,28496.0,4.48,0
V2458,95.32,0.521,13.35,74.4,2597.0,100.0,21104.0,6.86,0
V2459,103.63,4.038,10.62,75.4,1424.0,86.9,34702.0,1.28,1
V2460,94.09,5.982,12.78,15.3,2158.0,72.7,21788.0,1.93,1
V2461,75.21,2.658,12.92,58.1,2244.0,43.8,73800.0,0.88,0
V2462,91.93,7.169,11.62,80.5,2713.0,73.6,30765.0,4.01,1
V2463,78.2,1.897,13.36,18.5,2242.0,81.3,105046.0,4.36,0
V2464,80.36,4.478,13.34,11.1,2208.0,79.6,11343.0,0.28,0
V2465,89.71,2.339,12.41,83.3,2221.0,55.3,5352.0,4.53,0
V2466,114.31,4.999,11.24,74.1,2320.0,65.1,21582.0,4.3,1
V2467,88.16,0.715,13.02,47.1,2153.0,85.2,9132.0,0.14,0
V2468,75.43,2.163,12.98,94.6,1990.0,83.9,22474.0,3.24,0
V2469,101.02,5.658,11.89,79.0,2126.0,89.1,10460.0,3.81,1
V2470,108.97,4.763,12.53,97.1,2353.0,76.8,91197.0,2.25,1
V2471,80.12,2.237,12.92,93.6,2510.0,74.5,37760.0,9.26,0
V2472,83.93,2.9,12.59,53.3,3568.0,82.7,30975.0,1.59,0
V2473,104.14,4.661,10.65,77.9,1535.0,76.4,69749.0,0.28,1
V2474,78.72,1.947,13.24,70.2,2494.0,52.0,6286.0,4.46,0
V2475,90.19,,12.72,83.0,2938.0,97.8,87526.0,3.72,0
V2476,84.03,1.843,12.89,80.9,1813.0,88.8,29714.0,18.06,0
V2477,88.36,0.672,13.12,23.8,2542.0,81.3,6601.0,1.05,0
V2478,90.26,9.219,11.65,31.0,2018.0,54.5,77019.0,2.01,1
V2479,81.5,1.221,13.08,33.9,1942.0,87.6,27793.0,2.47,0
V2480,90.78,0.494,13.08,83.7,1833.0,68.4,41754.0,7.91,0
V2481,82.02,3.161,13.37,83.0,2155.0,87.5,100828.0,2.14,0
V2482,98.82,6.102,14.58,54.6,2136.0,83.2,99611.0,5.92,0
V2483,89.5,7.878,11.76,62.3,2577.0,69.9,100496.0,0.68,1
V2484,86.8,5.09,12.78,84.4,1478.0,90.8,24274.0,2.11,0
V2485,92.46,0.928,13.73,38.1,2625.0,57.1,62312.0,0.67,0
V2486,73.65,,12.37,14.5,2614.0,75.8,11953.0,11.96,0
V2487,70.91,1.533,12.66,53.4,2354.0,99.9,80051.0,0.78,0
V2488,72.79,4.254,13.42,92.2,3344.0,82.3,18816.0,2.17,0
V2489,108.58,5.27,12.26,81.1,2817.0,88.7,28056.0,0.34,1
V2490,93.35,5.476,12.36,43.0,1950.0,76.2,99900.0,10.17,1
V2491,105.47,2.236,12.65,15.8,1605.0,74.7,73735.0,3.91,0
V2492,80.49,1.558,12.65,67.3,1856.0,56.7,137127.0,13.13,0
V2493,98.38,4.843,10.95,85.1,1909.0,72.7,20328.0,0.17,1
V2494,97.34,1.793,12.85,69.8,1286.0,85.1,7371.0,0.77,0
V2495,101.05,1.47,13.53,48.3,2447.0,58.6,108563.0,1.91,0
V2496,110.07,4.472,11.24,21.1,1543.0,60.6,30580.0,3.88,1
V2497,94.67,1.66,12.82,92.0,2317.0,81.3,99083.0,1.6,0
V2498,104.04,4.925,9.31,34.8,2669.0,87.4,59267.0,4.98,1
V2499,89.74,0.272,13.53,30.2,2900.0,100.0,93504.0,0.72,0
V2500,91.23,2.338,13.19,83.4,2074.0,70.9,47853.0,3.67,0
V2501,80.59,1.652,11.63,98.3,1842.0,71.3,75298.0,2.03,0
V2502,78.45,5.275,13.27,69.4,2868.0,87.5,5770.0,2.84,0
V2503,84.97,0.47,12.76,66.2,2953.0,83.6,155307.0,3.37,0
V2504,83.64,2.21,13.47,38.7,2541.0,71.1,8984.0,0.25,0
V2505,96.82,102.405,10.79,11.8,1854.0,74.6,1116.0,10.31,1
V2506,101.57,4.588,10.98,27.3,1542.0,65.6,34053.0,6.17,1
V2507,92.64,1.607,14.04,62.6,2758.0,57.7,56002.0,2.34,0
V2508,92.29,6.406,12.38,23.6,2169.0,73.0,56711.0,3.17,1
V2509,96.82,2.96,12.89,89.5,2820.0,97.8,18646.0,0.13,0
V2510,75.87,3.121,13.22,26.9,1867.0,64.2,63078.0,2.76,0
V2511,83.45,1.473,12.72,57.0,2754.0,53.5,83192.0,2.22,0
V2512,90.35,3.441,9.8,56.1,2904.0,59.9,42374.0,1.88,1
V2513,70.07,2.491,13.79,64.4,2079.0,83.0,21949.0,6.76,0
V2514,84.34,3.914,12.52,39.5,2354.0,81.4,42787.0,0.8,0
V2515,84.03,,13.76,88.6,1619.0,94.1,89198.0,0.78,0
V2516,97.11,1.902,13.42,50.0,1632.0,90.9,103829.0,2.95,0
V2517,90.05,1.374,13.17,73.0,2359.0,79.5,1441.0,4.65,0
V2518,76.81,2.082,12.98,67.2,1930.0,,5875.0,0.1,0
V2519,99.83,3.468,13.42,20.5,2320.0,63.8,500.0,3.16,0
V2520,107.33,3.921,10.51,66.0,2282.0,85.3,30517.0,1.42,1
V2521,89.66,3.2,13.8,59.6,2526.0,73.4,25803.0,5.66,0
V2522,83.19,1.514,13.09,90.9,2465.0,87.8,35515.0,2.53,0
V2523,77.32,4.343,13.9,89.3,2660.0,81.3,51790.0,7.18,0
V2524,82.02,1.064,12.93,23.6,2314.0,67.9,20491.0,2.02,0
V2525,93.71,3.877,13.09,17.4,2354.0,58.5,10527.0,7.02,0
V2526,100.08,0.655,13.16,36.5,2199.0,67.5,22600.0,5.04,0
V2527,110.7,6.906,11.03,98.8,2725.0,77.8,500.0,7.05,1
V2528,81.09,3.248,14.09,11.9,3120.0,62.8,79592.0,6.69,0
V2529,89.75,3.772,10.89,70.6,2575.0,72.7,21783.0,2.66,1
V2530,86.13,1.413,12.92,64.8,2449.0,91.3,43873.0,1.84,0
V2531,,2.1,12.99,68.2,2091.0,92.6,17669.0,5.8,0
V2532,87.59,1.602,11.61,29.6,2321.0,82.2,42931.0,1.79,0
V2533,83.82,1.305,12.67,30.4,2003.0,95.4,34986.0,0.37,0
V2534,92.85,5.439,11.47,48.8,1892.0,56.0,10526.0,7.83,1
V2535,72.24,4.646,14.58,18.6,2102.0,94.5,44176.0,2.02,0
V2536,103.97,7.58,11.75,16.7,3095.0,54.6,5225.0,0.57,1
V2537,80.74,2.872,13.3,18.0,2158.0,75.2,29521.0,4.16,0
V2538,84.53,6.627,10.03,61.6,3012.0,62.8,57264.0,8.82,1
V2539,62.02,0.935,12.96,45.8,1714.0,86.1,35839.0,7.89,0
V2540,84.78,1.954,13.56,36.4,2269.0,51.5,61717.0,3.23,0
V2541,109.47,2.96,13.21,38.4,2560.0,48.5,14357.0,0.37,1
V2542,98.29,2.557,12.59,28.7,2586.0,65.2,2252.0,4.77,0
V2543,81.34,2.525,11.91,47.0,1659.0,64.1,2592.0,3.75,0
V2544,93.25,5.128,11.16,28.3,1592.0,66.4,14083.0,0.94,1
V2545,88.75,2.849,12.54,72.8,2510.0,64.9,23566.0,9.23,0
V2546,77.01,,12.54,21.2,1923.0,85.3,34700.0,0.36,0
V2547,87.41,2.44,13.54,95.3,2517.0,73.7,63784.0,1.87,0
V2548,91.13,1.154,13.21,18.1,2918.0,98.2,82356.0,0.4,0
V2549,94.82,0.749,12.32,94.9,1872.0,78.5,53241.0,9.72,0
V2550,84.2,2.567,13.85,85.0,1939.0,88.2,27997.0,0.14,0
V2551,95.87,4.305,11.48,71.3,1187.0,83.7,13823.0,2.22,1
V2552,77.98,1.2,11.98,92.1,2601.0,61.5,25122.0,7.92,0
V2553,78.38,3.306,13.71,22.5,3265.0,67.2,14372.0,1.16,0
V2554,83.19,1.971,12.9,25.9,1577.0,89.9,44073.0,0.44,0
V2555,93.03,5.6,11.48,32.7,2822.0,48.4,76720.0,0.54,1
V2556,92.31,3.065,12.13,32.0,2868.0,82.3,32859.0,2.08,0
V2557,78.57,1.093,12.73,38.0,2592.0,72.3,2112.0,2.24,0
V2558,96.94,3.335,12.69,61.8,1897.0,63.8,126415.0,5.06,0
V2559,82.83,2.753,13.09,12.5,2078.0,71.0,15684.0,1.09,0
V2560,101.13,4.135,12.71,44.4,2476.0,99.3,110671.0,4.84,1
V2561,79.02,1.322,12.7,32.2,2462.0,49.1,75466.0,20.0,0
V2562,81.72,7.262,10.33,64.6,2075.0,56.7,23982.0,7.99,1
V2563,92.07,0.371,12.8,98.7,2430.0,45.9,2627.0,4.04,0
V2564,102.33,,11.37,56.6,2019.0,68.4,132788.0,11.25,1
V2565,94.99,3.171,11.17,48.3,2144.0,65.6,48421.0,18.89,1
V2566,94.87,4.726,11.6,43.1,2099.0,77.4,12925.0,3.38,1
V2567,89.13,2.494,13.1,80.6,2747.0,67.8,34316.0,1.28,0
V2568,72.5,2.217,13.04,16.5,1486.0,81.8,45399.0,9.86,0
V2569,80.77,2.823,13.95,96.4,2525.0,63.2,11567.0,7.44,0
V2570,108.85,6.41,10.54,47.6,2380.0,100.0,4419.0,0.35,1
V2571,74.97,2.07,12.38,38.2,1065.0,84.2,14006.0,11.02,0
V2572,102.03,3.942,10.85,97.7,2636.0,82.7,2195.0,1.82,1
V2573,74.15,0.321,13.21,94.2,2698.0,84.4,3265.0,1.55,0
V2574,103.79,4.305,11.42,67.8,1997.0,59.3,7663.0,1.68,1
V2575,84.71,1.602,13.43,11.7,2442.0,71.3,7761.0,1.54,0
V2576,72.08,0.64,12.95,77.4,2334.0,71.9,12823.0,2.9,0
V2577,94.32,0.174,12.88,40.2,3316.0,67.9,124716.0,3.47,0
V2578,79.12,1.478,13.2,44.9,2451.0,69.8,38592.0,2.22,0
V2579,89.45,10.22,12.69,24.3,2253.0,87.4,24708.0,2.13,1
V2580,86.6,2.741,,57.1,2747.0,74.1,37334.0,5.35,0
V2581,108.17,7.827,11.07,77.0,3004.0,79.5,500.0,0.1,1
V2582,76.87,1.808,13.02,34.6,3236.0,49.7,101312.0,11.74,0
V2583,85.49,1.567,14.22,94.5,1901.0,48.8,34198.0,5.01,0
V2584,88.43,2.94,12.36,27.5,2415.0,60.8,27038.0,4.91,0
V2585,100.96,2.957,11.49,16.0,1889.0,99.6,127821.0,2.19,1
V2586,86.41,7.138,12.47,68.0,3361.0,100.0,58988.0,13.5,0
V2587,82.06,0.768,13.24,86.4,2224.0,89.7,18523.0,0.1,0
V2588,78.38,3.129,11.76,95.8,2679.0,69.1,123810.0,0.32,0
V2589,85.69,0.836,12.38,79.0,2117.0,81.4,85974.0,6.52,0
V2590,82.75,4.788,12.91,28.0,2450.0,93.9,139085.0,5.37,1
V2591,61.63,3.366,13.01,98.0,1297.0,100.0,4553.0,1.27,0
V2592,88.49,0.438,12.55,92.7,2720.0,57.7,139835.0,3.61,0
V2593,92.23,0.923,12.97,24.7,2851.0,78.1,35227.0,3.04,0
V2594,66.1,,12.96,60.3,1904.0,70.2,50193.0,3.0,0
V2595,76.92,1.674,13.34,60.0,1295.0,83.8,10735.0,3.62,0
V2596,108.12,4.755,10.36,49.8,2941.0,75.8,6808.0,20.0,1
V2597,107.95,8.615,,98.6,2878.0,60.0,3722.0,17.48,1
V2598,91.54,2.499,10.38,15.4,2596.0,80.9,24693.0,16.0,1
V2599,79.18,5.905,13.38,66.4,2107.0,64.6,11259.0,3.18,0
V2600,83.54,2.672,13.0,28.5,2060.0,74.5,3832.0,1.53,0
V2601,96.0,0.744,13.86,57.5,2867.0,75.2,139615.0,3.28,0
V2602,79.83,1.814,13.5,80.2,2040.0,100.0,59489.0,3.9,0
V2603,78.61,0.552,12.79,32.2,2279.0,79.8,32828.0,1.49,0
V2604,81.14,1.57,12.97,45.4,2197.0,73.7,61201.0,4.01,0
V2605,87.28,4.807,12.29,95.6,2364.0,85.9,42541.0,3.89,1
V2606,85.98,2.287,13.86,78.5,2146.0,61.7,8822.0,9.35,0
V2607,111.35,4.718,11.56,61.5,2205.0,76.5,45161.0,1.09,1
V2608,87.58,1.925,12.41,30.0,3096.0,84.5,51417.0,4.78,0
V2609,82.98,0.826,11.74,48.3,2462.0,83.8,12200.0,2.4,0
V2610,96.44,7.589,9.81,79.7,2391.0,67.1,17364.0,0.56,1
V2611,72.49,6.425,13.28,83.8,2611.0,80.5,21752.0,1.52,0
V2612,92.06,1.783,13.27,32.0,1641.0,85.2,41520.0,0.24,0
V2613,84.38,2.588,12.59,69.6,2709.0,61.4,6102.0,1.54,0
V2614,83.56,1.707,13.78,18.6,2351.0,65.9,61224.0,0.29,0
V2615,110.54,2.3,12.88,12.1,1891.0,70.2,19111.0,10.38,0
V2616,87.39,2.391,12.65,59.4,2152.0,100.0,52961.0,0.43,0
V2617,78.99,0.65,13.7,30.2,2467.0,63.8,121562.0,6.8,0
V2618,81.59,23.91,13.62,17.1,2243.0,79.9,91767.0,9.46,0
V2619,94.19,4.109,12.97,75.7,2743.0,69.7,60202.0,2.52,0
V2620,100.22,7.366,11.83,54.8,1824.0,60.9,9668.0,0.22,1
V2621,73.49,1.57,13.39,81.7,1637.0,85.5,59267.0,3.62,0
V2622,,2.425,14.31,69.8,1819.0,53.8,45451.0,1.07,0
V2623,79.65,1.667,12.92,75.7,1995.0,96.7,66636.0,0.78,0
V2624,108.3,6.366,10.67,37.7,2267.0,59.4,91401.0,3.35,1
V2625,93.64,0.434,13.38,33.7,2034.0,65.0,16794.0,1.76,0
V2626,81.42,2.946,13.04,64.1,1606.0,83.6,46516.0,5.24,0
V2627,95.25,5.319,13.07,28.0,1523.0,86.3,14480.0,3.58,0
V2628,85.54,1.143,12.98,83.4,1561.0,78.5,19129.0,7.07,0
V2629,101.76,9.502,10.95,57.1,2056.0,67.0,33089.0,0.24,1
V2630,88.88,2.514,13.16,30.4,1794.0,51.1,25625.0,1.07,0
V2631,86.58,3.76,10.55,66.3,2008.0,73.7,41304.0,3.35,1
V2632,79.85,1.561,12.81,95.1,2864.0,62.2,63989.0,8.5,0
V2633,114.07,8.037,11.03,17.4,1615.0,100.0,41801.0,6.72,1
V2634,98.83,4.336,11.31,19.8,2350.0,77.0,157497.0,4.55,1
V2635,91.04,10.0,12.17,85.9,1608.0,55.7,60294.0,3.41,1
V2636,89.08,8.362,11.22,19.9,1533.0,70.0,189022.0,3.99,1
V2637,88.39,1.387,13.69,13.5,2386.0,86.4,61218.0,0.96,0
V2638,101.5,1.77,13.45,41.3,2537.0,92.4,31910.0,3.62,0
V2639,76.46,0.301,12.96,52.0,2595.0,70.4,23820.0,2.72,0
V2640,85.19,1.97,12.38,61.2,2755.0,73.2,59873.0,1.94,0
V2641,104.69,4.323,11.92,55.7,2111.0,83.5,52288.0,8.75,1
V2642,84.36,66.12,12.81,92.2,2337.0,,49722.0,7.07,0
V2643,102.77,7.755,10.99,79.2,2007.0,80.2,57571.0,0.32,1
V2644,76.5,3.436,12.21,98.5,2846.0,79.3,92568.0,17.0,0
V2645,102.15,7.259,10.99,52.9,1744.0,83.0,11631.0,1.05,1
V2646,83.5,1.769,14.56,17.6,2450.0,74.4,37448.0,0.97,0
V2647,101.25,3.993,11.27,96.0,1667.0,51.5,41606.0,11.52,1
V2648,94.5,2.511,13.37,10.4,2255.0,78.4,15593.0,2.35,0
V2649,114.59,5.646,12.86,79.8,1397.0,61.9,198840.0,6.55,1
V2650,89.64,0.1,12.69,12.8,2313.0,100.0,69283.0,1.36,0
V2651,100.73,3.637,9.64,78.5,3187.0,100.0,17439.0,8.26,1
V2652,86.56,0.353,13.42,94.4,1921.0,57.8,19973.0,7.14,0
V2653,96.28,3.547,12.21,45.0,2079.0,62.2,57004.0,2.93,1
V2654,87.71,2.307,13.19,31.7,2633.0,40.4,520.0,4.88,0
V2655,82.64,5.669,13.03,30.4,2222.0,86.0,28066.0,13.3,0
V2656,86.35,2.074,13.7,54.3,2811.0,66.4,18911.0,2.41,0
V2657,105.11,4.67,11.52,25.4,2397.0,79.1,86588.0,2.73,1
V2658,76.95,2.493,14.3,70.6,2638.0,66.9,70507.0,5.13,0
V2659,94.12,1.121,13.42,43.2,1211.0,51.0,18163.0,1.95,0
V2660,106.76,5.211,12.04,39.1,2246.0,78.2,90044.0,13.0,1
V2661,84.06,0.673,13.0,51.5,1646.0,94.3,110195.0,0.17,0
V2662,68.03,2.052,13.19,58.8,2003.0,74.6,36179.0,2.07,0
V2663,94.63,8.523,9.69,22.8,2416.0,59.6,7805.0,5.0,1
V2664,95.38,2.355,12.65,73.7,2085.0,72.8,66200.0,2.24,0
V2665,97.25,5.317,11.82,89.5,1808.0,82.7,17311.0,1.2,1
V2666,77.01,1.568,12.96,35.0,2827.0,72.0,33716.0,2.13,0
V2667,80.96,0.469,12.33,26.2,2704.0,58.5,2100.0,8.53,0
V2668,91.72,1.715,12.59,78.4,1514.0,100.0,31200.0,3.17,0
V2669,89.37,3.736,12.58,26.5,2581.0,52.3,21531.0,1.63,0
V2670,83.09,2.728,12.98,13.7,2285.0,100.0,52136.0,4.45,0
V2671,82.07,0.712,12.5,65.7,2318.0,73.6,1874.0,3.79,0
V2672,81.87,0.332,13.85,31.6,2978.0,88.5,44131.0,3.29,0
V2673,77.62,1.11,13.12,25.5,2277.0,78.2,66520.0,1.98,0
V2674,97.92,1.729,12.16,98.3,2557.0,61.8,579.0,0.3,0
V2675,82.42,1.827,13.92,36.3,2307.0,94.9,62377.0,3.88,0
V2676,94.74,1.846,12.97,91.3,2310.0,84.2,6277.0,2.18,0
V2677,97.17,2.059,13.3,26.0,1737.0,73.6,53888.0,2.24,0
V2678,92.99,2.794,13.18,83.7,3427.0,85.9,27336.0,1.07,0
V2679,84.92,4.793,12.15,55.2,662.0,72.9,36132.0,1.15,1
V2680,99.33,1.221,11.14,17.1,1837.0,42.0,18518.0,6.19,1
V2681,84.81,3.026,13.2,76.0,1956.0,49.3,12674.0,2.61,0
V2682,86.55,5.519,10.74,90.3,2654.0,74.7,3316.0,0.46,1
V2683,87.59,1.297,13.22,24.7,1495.0,70.2,90008.0,0.19,0
V2684,75.57,7.17,12.89,75.3,2112.0,73.7,42422.0,1.02,0
V2685,103.71,8.189,11.58,50.1,2593.0,69.9,182826.0,2.67,1
V2686,81.28,0.762,12.12,77.8,1591.0,58.2,85506.0,3.84,0
V2687,101.19,4.139,11.11,74.3,2132.0,54.3,91683.0,0.62,1
V2688,107.59,3.922,10.94,12.4,2116.0,62.3,40992.0,2.28,1
V2689,82.93,2.506,14.11,26.1,1901.0,86.3,3798.0,0.3,0
V2690,102.09,9.449,11.27,52.4,2218.0,62.7,110089.0,0.15,1
V2691,81.2,6.946,12.57,94.0,1987.0,90.6,5645.0,7.96,0
V2692,104.96,6.408,10.98,40.8,2684.0,59.5,32762.0,4.3,1
V2693,74.23,1.508,13.16,66.6,2465.0,92.8,87476.0,6.08,0
V2694,86.01,4.538,12.55,11.1,2108.0,67.3,28774.0,0.8,0
V2695,100.51,2.251,12.66,74.0,2233.0,70.4,8151.0,1.56,0
V2696,77.0,0.612,12.55,64.3,2005.0,70.5,21021.0,2.35,0
V2697,93.35,2.089,10.74,74.4,2868.0,83.7,200505.0,4.29,1
V2698,104.3,4.353,12.08,91.4,2426.0,78.8,300000.0,3.06,1
V2699,86.44,4.038,11.81,23.2,2130.0,77.1,55834.0,3.21,0
V2700,,0.824,13.78,33.5,2419.0,73.8,98513.0,0.68,0
V2701,104.5,4.529,12.09,99.6,3144.0,66.5,2035.0,2.58,1
V2702,103.5,7.233,11.46,24.1,1857.0,91.5,14532.0,6.94,1
V2703,93.88,2.725,13.53,74.9,2642.0,76.3,20717.0,2.85,0
V2704,88.28,2.959,12.88,75.3,2407.0,83.6,543.0,0.89,0
V2705,83.07,4.138,12.37,71.5,2092.0,78.0,21292.0,2.13,0
V2706,100.62,4.263,10.7,30.5,1835.0,68.7,4394.0,5.62,1
V2707,100.2,5.684,13.42,29.4,2630.0,100.0,32786.0,0.58,0
V2708,83.94,3.356,13.46,70.0,2345.0,93.5,500.0,3.47,0
V2709,91.89,4.809,11.59,26.8,2922.0,66.9,14190.0,13.45,1
V2710,107.35,7.483,12.81,69.5,2784.0,100.0,90541.0,1.91,1
V2711,84.04,3.253,13.02,54.3,2350.0,88.9,10782.0,0.18,0
V2712,67.62,2.022,13.8,44.8,1839.0,58.6,3017.0,4.01,0
V2713,,3.021,12.43,37.0,3227.0,88.2,12930.0,0.19,0
V2714,,0.985,12.35,95.3,1890.0,81.2,79096.0,0.85,0
V2715,84.28,4.549,12.69,55.7,2615.0,77.5,39814.0,0.2,0
V2716,96.52,9.472,11.35,60.5,1314.0,90.2,39693.0,0.75,1
V2717,86.52,0.447,13.69,95.4,2985.0,80.1,500.0,7.72,0
V2718,90.68,1.285,13.18,68.8,1183.0,44.9,28753.0,5.31,0
V2719,93.05,4.992,11.22,96.2,2043.0,54.7,13893.0,1.67,1
V2720,95.99,5.427,11.85,19.6,1669.0,62.2,18440.0,9.1,1
V2721,100.9,4.803,11.47,86.2,2898.0,100.0,41086.0,4.38,1
V2722,108.21,6.467,11.18,40.2,1829.0,84.8,93338.0,2.37,1
V2723,111.49,2.341,,82.9,2464.0,83.1,9021.0,0.28,1
V2724,77.52,1.345,12.89,87.0,2333.0,76.6,65789.0,5.25,0
V2725,104.58,6.791,10.84,34.4,1477.0,61.2,2256.0,1.88,1
V2726,80.71,2.382,12.53,46.8,2714.0,53.2,17802.0,1.44,0
V2727,91.46,1.577,13.49,75.3,2192.0,89.9,11118.0,1.36,0
V2728,87.94,1.365,13.25,18.9,2954.0,100.0,111240.0,0.1,0
V2729,112.7,7.352,12.24,78.0,2507.0,85.2,8821.0,5.43,1
V2730,94.92,6.852,11.62,19.9,1820.0,67.6,38891.0,0.63,1
V2731,82.21,3.23,12.35,92.3,2099.0,68.9,8103.0,2.94,0
V2732,99.3,,10.91,34.9,2085.0,85.4,28866.0,0.1,1
V2733,82.57,0.618,13.62,61.8,2589.0,73.3,24004.0,3.95,0
V2734,91.4,0.817,12.04,20.5,2573.0,72.6,1901.0,1.84,0
V2735,72.07,,13.87,34.3,1863.0,66.9,78657.0,3.99,0
V2736,76.57,2.07,12.33,46.4,2674.0,65.0,68159.0,0.38,0
V2737,76.46,4.247,13.47,53.8,2403.0,73.2,14649.0,1.24,0
V2738,92.6,1.47,12.39,10.0,2535.0,51.2,42836.0,0.47,0
V2739,108.23,8.342,10.44,90.0,2459.0,84.3,20271.0,4.15,1
V2740,84.16,1.282,11.77,10.7,2615.0,47.0,65984.0,0.46,0
V2741,83.65,1.856,14.11,79.6,1734.0,91.0,53065.0,3.84,0
V2742,85.56,1.457,13.34,52.4,2295.0,67.1,4267.0,0.58,0
V2743,94.3,1.746,13.38,57.1,2704.0,73.2,83660.0,11.48,0
V2744,77.58,1.899,12.7,28.7,2758.0,83.4,8899.0,2.15,0
V2745,100.26,3.798,10.92,64.7,2757.0,70.7,8608.0,0.54,1
V2746,95.49,5.355,11.81,58.4,1757.0,63.9,59549.0,0.17,1
V2747,89.01,1.865,12.28,24.8,3239.0,79.3,9109.0,1.6,0
V2748,86.52,5.676,12.9,31.4,3083.0,100.0,5875.0,8.88,0
V2749,106.87,6.004,10.47,16.0,1767.0,86.8,18398.0,0.62,1
V2750,63.37,2.586,13.07,16.0,2050.0,63.6,82106.0,6.26,0
V2751,107.79,7.427,10.47,11.2,2543.0,69.7,8756.0,2.16,1
V2752,79.77,5.088,12.11,29.8,1839.0,67.8,18635.0,6.5,0
V2753,70.35,5.845,12.48,71.2,2491.0,59.5,15175.0,8.3,0
V2754,89.09,1.349,13.37,38.5,2306.0,84.0,19807.0,20.0,0
V2755,109.06,4.356,12.18,40.8,2844.0,70.1,56372.0,0.28,1
V2756,83.9,0.351,13.59,21.9,2415.0,79.8,23399.0,6.36,0
V2757,110.57,6.197,12.35,61.8,1185.0,35.8,64141.0,0.29,1
V2758,97.9,0.288,12.81,40.8,2631.0,85.4,46025.0,1.51,0
V2759,111.99,4.871,10.83,70.9,2815.0,66.1,20160.0,4.16,1
V2760,98.12,0.489,13.58,76.7,2168.0,59.9,25473.0,2.37,0
V2761,101.28,6.645,10.48,62.6,2274.0,54.9,54725.0,3.33,1
V2762,85.6,2.944,12.46,34.8,2276.0,61.2,34434.0,13.55,0
V2763,85.33,7.932,11.23,55.8,1907.0,68.6,91239.0,6.83,1
V2764,83.03,2.446,13.58,32.7,3435.0,88.3,121761.0,1.81,0
V2765,78.25,0.904,13.34,91.3,1809.0,68.3,56916.0,3.66,0
V2766,114.6,4.164,12.7,79.0,2664.0,89.7,203799.0,0.2,1
V2767,95.22,5.262,10.72,54.4,2662.0,79.4,40845.0,2.41,1
V2768,85.99,0.443,12.51,96.9,1971.0,100.0,1829.0,3.75,0
